DateTime,Anomaly,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
2017-02-03 07:29:24,1,141.6352687,1,1,1,1,5.021663606,3.673319721,0.863181105,0.884355654,0.884355654,1.17040505,3.927185464,5.607628249,-1.680442785,5.090670727,1262.345595,7.506048191,11.1709696,-28.49131563,1.713819476,0.60293669,1.123741538,7.189222573,1.082012674,1.133451975,1.170924325,8.583184044,3.26590581,6.850946585,34.38420999,2.835888259,2.055620977,2.054408234,1.21441105,2.879315648,0.595444107,2.78659349,0.333914764,15.39440779,27.78430102
2017-02-03 07:42:33,1,123.1326711,1,1,1,1,4.668165591,13.96454683,0.888314543,0.910648392,0.910648392,1.107547459,3.468832469,4.650505384,-1.181672915,3.538712277,1262.607534,10.98446077,13.27697207,-28.41159983,1.16149656,0.536353882,1.331210046,4.859243724,1.160739692,1.147643949,1.146463621,7.672007257,3.253597295,6.349792566,34.36570467,3.853876973,2.480953342,1.922589556,1.109823336,2.18830826,0.912688918,4.256981767,0.264555996,13.24040315,18.18066157
2017-02-03 07:53:47,1,111.8233911,1,1,1,1,4.302457154,11.80645955,0.880737206,0.903565974,0.903565974,1.137384049,3.160685522,4.848691117,-1.688005595,3.061945022,1189.300994,5.583767556,8.515575188,0,0,0,0,0,1.125604139,1.127848896,1.157108836,6.503218464,2.48526862,6.082493313,34.49824089,2.416624639,2.44714176,1.79025054,0,1.347617294,0.673535137,1.738875958,0.219994192,11.9543803,24.27082657
2017-02-03 08:18:04,1,142.9816115,1,1,1,1,2.565127488,5.052991132,0.848816147,0.87657766,0.87657766,1.055233869,2.902142374,4.030050585,-1.127908211,2.62798744,1267.218235,10.06908904,15.93236648,-28.36364665,0.922260646,0.406482728,0.365112364,4.615361272,1.149536195,1.124317357,1.119358477,1.757506034,2.114626312,6.053483617,33.76998125,2.40778161,1.585900073,1.872116877,0.370424617,1.762672685,1.193328558,3.364816463,0.240881636,10.48129169,18.15306115
2017-02-03 08:41:05,1,0,3,3,2,3,4.45998322,21.32411043,0.861419321,0.885218987,0.885196754,1.247780525,5.19177398,1.637735135,0.497663101,0.643954568,576.6,1.922280634,2.289133115,0,0,0,0,0,1.250129876,1.232098575,1.144331824,2.699887505,1.913702816,5.522137787,32.86576484,2.546669186,2.015740649,1.37953129,0,1.335649545,0.600324796,0.776403037,0.143877662,11.46622763,16.17025718
2017-02-03 09:08:38,1,164.8308328,3,3,2,2,4.260408173,6.754485892,0.868493664,0.892073333,0.892068887,1.131530896,2.819689511,3.286281004,-0.466591492,1.695280608,938.6,2.929189538,3.204786361,0,0,0,0,0,1.056319283,1.135907546,1.147637417,3.245796124,2.172354978,2.186525877,31.74620606,2.554992037,2.010018689,2.462352355,0,2.339726295,1.996201965,1.952422128,0.207579678,9.641129165,16.09588259
2017-02-03 09:40:35,1,0,2,2,2,2,3.485036429,8.627712968,0.869556176,0.893616869,0.893611533,1.122426328,2.132134891,1.904372288,0.227762603,0.725776774,732.1,2.746115192,2.930090387,0,0,0,0,0,1.181442254,1.167020908,1.142980035,0.963173455,1.866202352,5.057790534,32.86737959,3.058871309,0.976944807,1.86049602,0,1.517073674,0.827276853,0.959442611,0.156372172,10.41005004,17.7809297
2017-02-03 10:06:07,1,189.6035414,3,3,2,2,5.257410443,12.93358669,0.865804503,0.890210565,0.949382174,1.064128487,6.048391974,9.776644846,-3.728252872,6.256399475,1266.013062,10.98446077,12.36131882,-30.29150893,0.315849611,0.25355034,0.367333062,0,0.978468617,1.077716698,1.099307128,2.778072576,1.208823665,6.580865342,34.40554595,3.076383975,1.753570842,1.298185289,0.164544655,1.689305184,1.266538899,6.506192904,0.164086691,12.88533349,31.18561037
2017-02-03 10:40:39,1,135.9421617,1,1,1,1,4.317862195,10.85813176,0.862817962,0.887539483,0.899367402,1.084152359,3.111142473,4.892878215,-1.781735742,3.292714912,1264.965145,10.06908904,10.8047083,-30.30295285,0.374965152,0.258058551,-0.450621506,0,1.075330593,1.131357158,1.203335501,0.919833615,1.539246602,3.812684915,32.57119456,1.365864699,1.866622902,2.537107421,0.155352037,2.496000807,1.020064085,4.353374384,0.249281653,10.82748266,27.83608591
2017-02-03 11:01:35,1,119.0936425,1,1,1,1,3.744506347,12.97864541,0.865618325,0.889731847,0.90392535,1.079215923,2.395150575,3.696817607,-1.301667032,2.532515685,1266.065459,10.61831207,9.064967136,-30.31811082,0.332145391,0.277478537,-2.307092894,0,1.176625444,1.128527468,1.120519757,0.843555498,0.978775797,3.274534787,32.63737246,3.058871309,3.779318099,2.122572366,0.184664348,1.869341747,0.802873406,1.835031897,0.193714637,9.74747287,22.88179761
2017-02-03 11:22:57,1,133.9803479,2,2,1,1,3.60719495,8.431138746,0.866458126,0.89063442,0.907671069,1.053871092,3.398972066,4.911454664,-1.512482597,3.310316224,1266.746637,9.062180133,10.25531636,-30.30068018,0.360056248,0.275224432,-2.828419779,2.804852775,1.100379453,1.132586242,1.184685068,0.979469234,0.733298946,3.91642811,32.53536566,1.546019745,2.401886257,0.801957343,0.244849982,0.679504729,0.937092365,2.190606709,0.255800181,10.76696492,20.45802696
2017-02-03 11:50:09,1,146.2897683,1,1,1,1,4.191882671,10.44578398,0.888498979,0.919023667,0.910791506,1.105013914,3.603092579,4.933558839,-1.33046626,3.43380224,1267.165834,11.8998325,13.73479869,-27.86197073,0.510878889,0.575020461,1.161053361,7.317139263,0.965705832,1.053916652,1.091718124,1.055747352,1.258404442,6.071880353,33.70097278,4.226844734,2.685903548,1.568760471,0.335562046,0.836126132,1.007862361,3.021351831,0.269583517,11.53061022,22.36261376
2017-02-03 12:07:26,1,106.5149536,1,1,1,1,3.434717791,5.240474423,0.890646963,0.921720711,0.9142275,1.130284632,3.115563099,4.451423258,-1.335860159,2.903586526,1267.008634,8.604494267,9.431228435,-27.88071497,0.584209898,0.516066933,1.525844669,3.966434752,1.090003305,1.08266842,1.098767071,1.149534765,2.553745566,6.156960553,33.6304828,3.559456119,2.843170754,0.871682487,0.345968784,1.625130301,0.822396164,2.429423897,0.24277211,8.801544213,19.53405293
2017-02-03 12:21:36,1,138.0963103,2,2,1,1,2.805102086,5.31078204,0.88544385,0.91651247,0.907196565,1.013010965,2.925197481,4.046820531,-1.374351299,2.295452028,1264.860356,10.70984925,13.09384142,-30.30043479,0.553178573,0.357585978,-2.318689298,0,1.083407155,1.073315674,1.104133526,1.190967651,2.104051391,5.689886439,33.86144382,1.81633901,1.373147194,4.669794881,2.811324961,2.440151314,1.083513047,2.281708444,0.179329622,9.952970764,22.69920771
2017-02-03 12:42:35,1,165.0616344,3,3,2,1,3.798944776,12.35700274,0.894543315,0.919918116,0.919918116,1.12675009,3.109369022,3.794331899,-0.684962876,2.9331667,1252.342119,10.06908904,8.515575188,-28.11545267,0.757222537,0.661543433,1.104286902,3.308258049,1.025074978,1.062065372,1.064260708,1.842798838,2.541610411,2.818283787,31.83211021,2.246352979,1.127102911,1.670573056,1.258119349,1.181282935,0.968816846,3.068649,0.25285019,9.681546123,24.73277631
2017-02-03 12:54:52,1,123.0172703,1,1,1,1,3.146903031,6.021117682,0.878475524,0.902361358,0.902361358,1.006712821,3.345619199,4.559978863,-1.214359664,2.990086361,1248.729559,8.055271229,10.71314298,-30.30384107,0.612814192,0.334871531,-0.575683481,2.338899466,1.057664728,1.046771911,1.049615376,1.791311109,1.19946226,5.696734066,34.46283449,2.110933257,2.077988639,0.865958781,0.43303849,0.959099084,1.049348221,2.648827192,0.192856988,9.541919204,22.06951949
2017-02-03 13:28:19,1,148.328516,1,1,1,1,4.349552755,9.774638871,0.886086826,0.911021179,0.911021179,1.140951351,3.096519155,4.451325531,-1.354806377,3.184690563,1267.270635,8.879105786,10.8047083,-28.27732196,0.816858156,0.791414587,1.476575604,5.306134828,0.975335058,1.051741992,1.087953759,2.256434267,2.641638761,6.502051958,34.13473558,1.724440864,1.723747293,1.288125443,1.038884073,2.051459658,0.922450297,3.942824879,0.273147944,11.03358001,23.97221577
2017-02-03 13:40:22,1,105.3609454,1,1,1,1,3.470293543,4.965915062,0.916138286,0.943938522,0.943938522,1.151811198,2.991053827,3.804802212,-0.813748384,2.849779517,1267.270635,6.956825152,13.91792934,-28.13266623,0.81859175,0.500981765,0.796989199,3.047640326,1.08655165,1.102276196,1.064463983,2.206160053,0.862971746,6.005898209,34.30973725,1.720973009,1.153978784,1.032119694,0.719223778,1.268872978,1.061549945,1.799889149,0.227114073,13.14520884,24.6332694
2017-02-03 13:52:25,1,86.47367844,1,1,1,1,2.959700675,7.230063193,0.911029137,0.938130526,0.938130526,1.067514212,2.376226074,3.006055078,-0.629829004,1.089731713,1018.449486,3.020726711,2.563829089,-30.31488401,0.96178658,0.470638038,-0.7763144,3.599778299,1.06370887,1.078631509,1.11514835,2.15016498,1.997435386,6.52619208,34.21846482,1.987130849,1.315927593,1.968379202,0.512129697,2.067069765,1.256777521,1.616849575,0.203593859,10.88424327,22.98900199
2017-02-03 14:20:48,1,0,1,1,1,1,4.206435083,10.69610086,0.877128187,0.901248539,0.92307394,1.11055955,4.723342245,7.250866849,-2.527524604,4.728627238,1267.165834,8.238345575,9.889055058,-27.81582765,0.674010045,0.461448223,1.833965326,4.890745676,0.982335816,1.006051573,1.007587503,1.113996096,1.492092857,6.877268548,34.12414289,0.444282343,0.642643625,1.391845929,1.010092099,0.452984737,0.715020997,6.306962181,0.60595685,8.885945679,16.20673697
2017-02-03 14:27:42,1,130.9414597,1,1,1,1,5.419517393,13.20188193,0.898727569,0.924535323,0.924535323,1.116710275,3.69475021,5.311724728,-1.616974518,3.77571835,1267.53264,9.153717306,9.980620382,-28.14796295,0.72948504,0.929261807,1.499546464,3.60098821,1.009385436,1.021502933,1.037958663,1.777269001,1.135666016,5.819880276,34.34168085,2.58377523,1.952452303,1.248059503,0.857113054,1.651840928,1.122558562,3.171668481,0.289046328,14.42736321,26.03705355
2017-02-03 14:46:42,1,119.7475805,1,1,1,1,4.469066322,11.47674412,0.896488623,0.921868467,0.921868467,1.138945911,2.880003145,4.031757456,-1.151754311,3.415071357,1267.270635,8.512957094,6.95896467,-28.13195292,0.573981696,0.580742421,1.136789924,6.833703065,1.051159547,1.055931949,1.07486307,1.663198543,1.474063483,6.728029325,34.12382651,2.597126471,1.944823023,1.742552992,0.688177011,2.677945272,0.951734433,2.146576526,0.25015122,11.33705618,21.87134192
2017-02-03 14:59:03,1,244.1496606,3,3,2,1,3.220482157,7.608670573,0.88889109,0.914757335,0.914757335,1.091206373,7.524342063,4.42322353,-1.521408485,3.313836703,1267.794648,7.048362325,10.8047083,-28.27583093,0.890189165,0.516587111,2.200380497,3.411458904,1.072537887,1.084328502,1.088179544,1.58570691,1.195474995,5.967813843,34.33469839,1.202355356,0.895450225,1.22395056,0.610646814,1.066461928,1.337308896,2.108403468,0.311016005,10.2568173,21.27687561
2017-02-03 15:21:02,1,236.0716035,6,6,3,1,4.832166227,14.03303405,0.894452921,0.920108038,0.924473118,1.176267379,7.715134488,5.214200452,-1.829227419,3.608237644,1267.113434,10.61831207,8.057748565,-30.29650144,0.540523339,0.537741024,4.147436007,4.942068512,1.056309271,1.094429203,1.095528541,1.111742425,2.255740829,5.772406015,33.00245771,2.667350526,2.879063049,1.105487195,0.330532123,0.945223433,0.741864789,4.503036305,0.134902697,11.23583142,26.9463305
2017-02-03 15:40:41,1,120.1322499,1,1,1,1,3.416400961,8.626706552,0.891137678,0.916503541,0.921741637,1.100733187,3.25087729,4.351414392,-1.100537102,3.279146559,1267.008634,8.055271229,10.43844701,-30.30178656,0.372538121,0.260312657,-1.206166769,0.193554973,1.086411423,1.089616923,1.086312504,1.010153841,2.121040608,5.314718218,33.39274891,2.074347392,0.903946468,2.631288398,0.210507747,2.94470465,0.697938584,2.410021064,0.22316116,10.166694,25.73756221
2017-02-03 15:57:21,1,0,1,1,1,1,2.744200809,4.427300676,0.893939576,0.919554541,0.921475176,1.254598126,1.805935237,1.06681631,0.739118927,0.755724202,322.7769205,1.739206288,1.007218571,0,0,0,0,0,1.079443764,1.090380233,1.076568464,0.95641244,1.671693152,5.45372022,33.24368261,2.074694177,3.253244558,1.540488834,0,2.565205613,0.336767569,0.335572553,0.145277225,11.17482256,25.77282444
2017-02-03 16:21:01,1,189.87281,2,2,1,1,4.689608619,7.910502725,0.892981978,0.918558384,0.920863147,1.01848789,7.530619102,23.37822812,-15.84760902,9.252264469,1250.2,18.49050896,15.38297453,-30.32886839,0.312902502,0.250776057,-7.615976758,0,1.069172378,1.075919934,1.016020006,0.934395801,1.022115637,0,0,2.178383029,1.367598627,1.161683579,0.10401213,1.696763346,1.725323703,21.82898441,0.427818412,10.95000797,20.52340546
2017-02-03 16:58:03,1,159.8685977,1,1,1,1,3.841385846,7.738170983,0.892280649,0.917896368,0.920662083,1.021086856,3.386862683,5.322999961,-1.936137278,3.461390697,1265.593889,12.17444402,12.54444947,-30.29498472,0.374965152,0.261699799,-6.534237456,0,1.072774945,1.104141429,1.121925483,0.790334175,0,0,0,0,1.314020273,2.128642963,0.176859295,0,1.988880931,2.687407241,0.218316033,9.998845493,22.36701075
2017-02-03 17:44:31,1,164.6000312,2,2,1,1,3.314511314,9.505529643,0.892958561,0.918524174,0.921843032,1.021111411,10.13240938,23.17721633,-13.04480695,12.37126036,1008.6,16.6597655,18.12993427,-30.29787406,0.369244294,0.277478537,-6.344101388,0,1.072822356,1.103999613,1.155133034,1.25615077,0,0,0,0,1.544285818,1.172090317,0.119448791,0,2.257318848,12.82953867,1.431196942,12.60984906,25.52413661
2017-02-03 18:14:49,1,0,2,2,1,1,5.322710579,11.99373934,0.892659688,0.918207402,0.921317015,1.01195496,6.280214145,15.6799521,-9.399737957,8.362336809,1266.27505,19.40588069,15.74923583,-30.28847881,0.315676252,0.260312657,-1.153916713,0,0.938799461,1.001559337,1.016278696,0.546244198,0.861584871,2.908112545,31.71001002,0.298285665,0.46127483,0.501896404,0.170094915,0.20166202,0.758947202,17.22208147,0.92209512,13.90599611,20.96159825
2017-02-03 18:22:54,1,239.9182973,4,4,3,3,15.50366768,28.24910766,0.876379588,0.906122625,0.921232091,1.090804266,18.11015663,34.82467209,-16.71451546,23.01115099,1267.165834,36.43179488,41.38752672,-27.97693721,0.677477232,0.44410895,2.333290743,9.731604044,1.024119425,1.056408841,1.03820881,1.116249768,1.345950918,6.492745247,33.53540511,2.872647518,2.030652424,2.485594069,0.61082026,2.817742449,1.093274426,38.51306198,0.428263683,16.03373457,21.5374596
2017-02-03 18:43:18,1,198.7202059,3,3,2,2,6.062672985,7.502202731,0.858320031,0.887882265,0.871817121,1.055532041,9.098327597,19.0337756,-9.935448,10.01182439,1267.899452,16.2936168,16.3901931,-28.18474637,0.682157935,0.525256747,1.642271681,13.04005453,1.059720088,1.067485753,1.072069163,1.282674752,1.721620647,5.951881566,33.86284095,3.206428522,1.897313415,1.151276841,0.773165369,1.146246918,0.944413399,14.53487772,0.761715448,13.71418703,21.3169557
2017-02-03 19:04:48,1,202.6438336,3,3,2,1,4.19547961,7.772103819,0.882519703,0.909726567,0.911374268,1.150124779,6.83346579,16.53505734,-9.701591551,7.03539853,975.5,10.25216338,8.424009864,-20.82940436,0.739713242,1.132304693,0.203918563,0,1.131808212,1.119218154,1.110078549,1.56421035,1.001485873,2.653777026,31.73868589,1.068496168,1.483945148,0.748189198,0.942795195,0.528086695,1.166484767,13.94151426,0.193813914,8.673036961,21.04163634
2017-02-03 19:20:42,1,224.6084557,3,3,0,1,7.532871795,10.00616341,0.880567514,0.908092606,0.909516705,1.086696613,6.436180925,12.73280864,-6.296627719,10.5523665,1266.903835,14.279799,19.04558752,-30.29740596,0.438588037,0.362094189,-0.009417132,4.020177411,1.045453908,1.029897511,1.030272146,1.249563114,0,0,0,0,1.505619239,1.521756706,0.278671879,0,0.961495812,17.75483873,0.631070476,8.712577244,26.04043818
2017-02-03 19:37:42,1,257.4976884,5,5,2,2,5.637849056,11.84967575,0.940152543,0.968300222,0.968300222,1.132662512,5.356886364,7.388028296,-2.031141932,3.70486186,1248.4,10.25216338,11.81192687,-26.83882321,0.706948323,1.363610594,4.17999555,0,1.027884795,1.035842932,1.037636409,1.875910476,0.919660256,5.909686063,33.65919637,1.853618447,2.055967762,1.491403721,0.594689816,2.695810172,2.047449203,3.663832861,0.354326846,13.20382565,23.35731217
2017-02-03 20:14:23,1,191.8346238,2,2,2,2,3.838211391,12.46386651,0.938840558,0.968024336,0.968024336,1.15213528,2.546938625,2.315508294,0.231430331,1.343625985,1267.061034,6.316064941,13.18540674,-27.6369898,0.741966914,0.472371965,1.788677363,6.736903457,1.052856846,1.060461622,1.069328608,1.649676513,1.646556045,6.331704116,34.2256965,1.820500436,2.971481373,1.065074363,0.412051568,2.560696026,0.932211675,1.647356171,0.161974406,9.91658275,19.81879651
2017-02-03 20:29:09,1,183.3334304,1,1,1,1,2.737295494,6.333657667,0.908047772,0.934579787,0.934579787,1.001340173,2.911539047,3.950975975,-1.039436929,2.792766418,1267.585041,7.414511018,14.92514791,-28.49808088,0.662394968,0.422955037,-0.362780994,3.793932697,1.073956486,1.093370474,1.11063412,1.692496275,1.625059484,6.381288344,34.22924361,1.2776078,0.811528144,1.593563196,1.346923511,2.212764094,1.442243718,3.056313204,0.244547192,8.881185928,20.66307317
2017-02-03 21:00:19,1,170.1392703,1,1,1,1,4.273336169,10.4215415,0.926110439,0.952961783,0.952961783,1.145465947,5.793500831,9.198858945,-3.405358114,5.370552818,1267.218235,11.44214663,11.72036155,-27.86710095,0.835927686,0.81066118,1.723934297,7.682189874,0.982827127,1.015420406,1.017994609,1.472849968,1.155602342,6.469832333,34.17511598,3.509865798,2.459279251,1.08623473,0.70881704,1.530949324,1.132319941,3.743627338,0.412422944,14.1605696,35.71385686
2017-02-03 21:14:47,1,157.2528458,1,1,1,1,4.808488005,16.73640682,0.940754229,0.969017248,0.969017248,1.121981551,3.374550739,5.071737,-1.697186261,3.370028244,1267.480239,7.414511018,12.36131882,-28.10119976,0.658754422,0.599468836,1.280001398,7.971345603,1.02367855,1.03642464,1.022183581,1.943173907,0.890362524,6.265473554,34.30543683,2.004470122,2.137462345,2.047123518,0.582028285,1.808288886,0.873643403,4.593153746,0.277862363,14.51017304,27.73857174
2017-02-03 21:34:59,1,137.3654385,1,1,1,1,4.566756545,7.975959634,0.949318058,0.979040659,0.979040659,1.105281278,2.446615434,3.060217189,-0.613601755,2.890465796,1063.717731,5.492230383,11.72036155,-28.21688413,0.65910114,0.496473554,1.938448518,4.617621843,1.029965339,1.063269829,1.072255247,1.746064316,1.123357502,6.669293352,34.39975176,1.692883387,1.660805732,0.763105522,0.394186669,1.507013827,0.844359266,2.435473456,0.213710545,9.661056943,24.97777742
2017-02-03 21:45:25,1,134.1342156,2,2,1,1,4.267930405,10.92136128,0.930689938,0.9544368,0.9544368,1.166488558,2.195165447,2.252554498,-0.057389051,1.925426405,1064.080075,4.027635614,10.89627363,-28.60450554,0.78877394,0.727259277,1.402759247,3.597143919,1.071541124,1.068128161,1.068580365,1.642048701,1.049506415,6.490528052,34.15791499,1.174439126,1.327544906,2.542137344,0.906545058,1.043567105,1.01762374,2.526993244,0.18927313,9.969651514,18.06426457
2017-02-03 21:54:03,1,116.8240932,1,1,1,1,3.346089978,7.790500235,0.927780896,0.951283398,0.951283398,1.106607619,2.12422462,2.092854819,0.031369801,1.658452383,1064.338899,6.132990595,11.1709696,-28.8673155,1.026796339,0.791241194,0.567959364,4.404652977,1.065184016,1.066127978,1.075028217,1.75577244,2.018238509,6.389693015,34.62144379,1.599424706,1.727561933,1.509442066,0.988931732,0.808548277,0.668654448,1.403303405,0.17321744,9.922469041,24.92045456
2017-02-03 22:02:05,1,119.9783821,1,1,1,1,3.058565919,5.564118171,0.902206131,0.923712886,0.923712886,0.937632655,2.154492639,2.872244494,-0.717751855,1.975172202,1060.66406,4.668395826,5.585484801,-30.30845143,2.012864369,1.140627544,0.525217259,4.040608782,1.070481139,1.057334146,1.057385941,2.013731165,1.457941063,6.030806222,34.74072883,1.539430821,1.074391521,5.438679357,2.21172342,1.641260745,0.629608933,2.159500687,0.225830199,9.41619008,21.97866245
2017-02-03 23:03:43,1,309.6973243,9,9,6,3,8.892159152,14.77145646,0.93014985,0.955498198,0.955498198,2.014385859,8.12930917,7.249407334,-0.179073585,3.052859521,1057.869766,2.746115192,9.431228435,-30.37619789,1.151268358,0.852102042,2.165491604,4.345674739,1.064329927,1.061733439,1.076676712,0.516599748,1.504921449,6.765676167,34.13369187,1.042487259,0.275571217,0.059436604,0.652273765,1.093346001,1.881505764,1.935653675,0.327782145,14.41447761,33.59326378
2017-02-03 23:25:30,1,205.2595855,11,11,4,1,8.145212153,15.73636026,0.928028974,0.952794388,0.952794388,3.688465949,8.771285694,6.778782186,-4.092559518,3.673813852,1064.804793,25.90501997,25.18046427,-29.11017819,1.074643522,2.052326515,2.639465756,6.242737305,1.042071646,1.052282794,1.037895946,0.846329247,2.222455833,6.763280097,34.33715963,3.663838542,1.781833857,0.870815258,1.816787722,2.061519505,3.462849129,6.057074411,0.956702221,18.31838952,30.62650242
2017-02-03 23:42:19,1,124.5174809,1,1,1,1,5.342485175,14.72721172,0.903025945,0.923786051,0.923786051,1.108382063,1.977335319,1.788929176,0.188406143,1.379221234,1064.235369,3.112263884,11.35410025,-28.99386668,0.92399424,0.575367246,1.101863944,5.28390518,1.043333313,1.037496961,1.075596166,1.733062364,2.272036609,6.267030856,34.70492075,0.914003247,1.032603874,3.158910003,1.154572308,3.431046195,1.012743051,1.694631219,0.179674667,11.35401512,24.77070224
2017-02-03 23:50:09,1,131.6723315,1,1,1,1,4.217158108,14.87853479,0.90121621,0.922469077,0.922469077,1.148282467,2.056415555,1.860682481,0.195733075,1.439840294,1064.183604,3.753024095,9.431228435,-28.90769997,0.873893385,0.786906376,1.487483393,5.861902536,1.071528793,1.054511127,1.071734575,1.898620552,2.120693889,6.042961587,34.70626864,1.895059309,1.633062895,2.050072093,1.044260888,0.630593062,0.8516803,1.389565262,0.172377727,9.961510409,23.70134857
2017-02-03 23:57:58,1,108.5537013,2,2,2,2,3.606761101,9.752013294,0.893162698,0.917371671,0.917371671,1.072267026,2.128077878,2.435909581,-0.307831704,1.857685478,1064.701259,7.872196883,13.36853739,-29.08701174,0.929715099,0.512945864,0.529701275,3.387023989,1.076027701,1.080098165,1.072034887,1.812807669,2.320923948,6.093209085,34.76874117,1.269631735,1.15883378,0.834218231,0.583242405,1.56563845,0.829717198,1.769382554,0.197592541,11.42874447,20.49225724
